objectid,CNN,ST_NAME,ST_TYPE,DISTRICT,COLLECTN,PRKG_SPLY,YEAR,shape,data_as_of,data_loaded_at
6041,13213000,VERMONT,ST,10,FIELD,58,2010,"LINESTRING (-122.404371726 37.763381754, -122.404258773 37.762112671)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14182,6170000,GIANTS,DR,10,REMOTE,0,2014,"LINESTRING (-122.387414888 37.71256349, -122.387531816 37.712820018, -122.387586699 37.713032206, -122.387603081 37.713302434, -122.387609065 37.713538073, -122.387633924 37.713767365, -122.387688479 37.714041515, -122.387795956 37.714600417, -122.38784 37.714835446, -122.387881643 37.71505087, -122.387918598 37.715231612, -122.387965941 37.715383877, -122.388135959 37.715897953, -122.388158343 37.716004525, -122.388130508 37.716298217)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13932,15130000,CANDLESTICK COVE,WAY,10,REMOTE,0,2014,"LINESTRING (-122.394011107 37.711347043, -122.393980293 37.711728807)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13917,5637000,FLOWER,ST,10,FIELD,0,2013,"LINESTRING (-122.40519217 37.742322583, -122.404599543 37.742118315)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10786,9184000,MISSION,ST,11,FIELD,9,2013,"LINESTRING (-122.44334561 37.71392819, -122.443706032 37.713591511)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11661,4554000,CURTIS,ST,11,FIELD,30,2013,"LINESTRING (-122.439081695 37.711749778, -122.438768252 37.710999345, -122.438610385 37.710791221)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11300,3990000,CHICAGO,WAY,11,FIELD,39,2013,"LINESTRING (-122.432462299 37.70972317, -122.43333436 37.709246211, -122.434395307 37.70887101)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11302,10736000,PRAGUE,ST,11,FIELD,30,2013,"LINESTRING (-122.434979493 37.710238728, -122.435761873 37.710071078, -122.436486507 37.710011975, -122.436687653 37.710023433)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11726,5992000,GAMBIER,ST,09,FIELD,28,2013,"LINESTRING (-122.421356214 37.725653119, -122.420861151 37.724454215)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11723,10068000,OXFORD,ST,09,FIELD,30,2013,"LINESTRING (-122.419385913 37.72616855, -122.418887815 37.72496595)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11658,13622000,WHITTIER,ST,11,FIELD,7,2013,"LINESTRING (-122.447899104 37.70948805, -122.447673894 37.709071115)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11648,6140101,GENEVA,AVE,11,FIELD,7,2013,"LINESTRING (-122.439438471 37.715672553, -122.439314218 37.715667212, -122.438712229 37.715397218, -122.438624156 37.715307333)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11650,6142101,GENEVA,AVE,11,FIELD,7,2013,"LINESTRING (-122.437805264 37.714940049, -122.437654887 37.714922987, -122.43707987 37.714665077, -122.436991905 37.714575237)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11653,6144101,GENEVA,AVE,11,FIELD,4,2013,"LINESTRING (-122.436176465 37.714209483, -122.435999809 37.714180631, -122.435448443 37.713933317, -122.435360865 37.713843648)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12506,11196000,RUSSIA,AVE,11,FIELD,15,2013,"LINESTRING (-122.430778026 37.718530199, -122.429978026 37.718147559)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11638,9587000,NEWTON,ST,11,FIELD,5,2013,"LINESTRING (-122.438058716 37.712021369, -122.437811104 37.711920045)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11320,9590000,NEY,ST,11,FIELD,51,2013,"LINESTRING (-122.426084309 37.730135626, -122.423807642 37.730251496, -122.423634972 37.730276026, -122.423471748 37.730349546, -122.42332765 37.730472353, -122.42326822 37.730590236, -122.423243713 37.730818704)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12378,11182000,RUDDEN,AVE,11,FIELD,36,2010,"LINESTRING (-122.440671717 37.723947554, -122.442326551 37.72459192)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12121,3819000,CAYUGA,AVE,11,FIELD,16,2010,"LINESTRING (-122.429766352 37.73145973, -122.430578486 37.731234945)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11913,9427000,MOUNT VERNON,AVE,11,FIELD,17,2010,"LINESTRING (-122.445179786 37.716575673, -122.445807538 37.717080229)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12190,9957000,ONONDAGA,AVE,11,FIELD,16,2010,"LINESTRING (-122.441430619 37.722725671, -122.442553663 37.723168313)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11501,5407000,FARALLONES,ST,11,FIELD,44,2012,"LINESTRING (-122.456061425 37.71407676, -122.459035385 37.714055303)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11502,5406000,FARALLONES,ST,11,FIELD,64,2012,"LINESTRING (-122.452174084 37.714103763, -122.456061425 37.71407676)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11919,2171101,ALEMANY,BLVD,11,FIELD,12,2013,"LINESTRING (-122.443431269 37.716970222, -122.443452884 37.716870885, -122.444436133 37.716099363, -122.444563069 37.716079428)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11897,7100000,HURON,AVE,11,FIELD,11,2013,"LINESTRING (-122.445645984 37.715146257, -122.446212702 37.714700822)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
805,6355000,GRAFTON,AVE,11,FIELD,6,2013,"LINESTRING (-122.452575374 37.720042003, -122.453091959 37.72004059)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11909,9424000,MOUNT VERNON,AVE,11,FIELD,0,2013,"LINESTRING (-122.443794783 37.715472472, -122.443898044 37.715554049)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11902,5161000,ELLINGTON,AVE,11,FIELD,18,2010,"LINESTRING (-122.445458295 37.713195924, -122.446214436 37.712616399)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12450,11469000,SAN JOSE,AVE,11,FIELD,0,2010,"LINESTRING (-122.457068388 37.710110915, -122.457670305 37.709539892)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12397,3780000,CASTLE MANOR,AVE,11,FIELD,13,2010,"LINESTRING (-122.430809257 37.729227846, -122.431561534 37.729689293)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12446,13462000,WATT,AVE,11,FIELD,14,2010,"LINESTRING (-122.441435146 37.709723633, -122.440903354 37.709106872)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12443,11467202,SAN JOSE,AVE,11,FIELD,6,2012,"LINESTRING (-122.45466524 37.712330724, -122.455087558 37.711901314)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12379,4674000,DELANO,AVE,11,FIELD,31,2013,"LINESTRING (-122.440516995 37.726447189, -122.440796551 37.726058427, -122.441018422 37.725838647, -122.441619076 37.725380393)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3914,3654000,CAPISTRANO,AVE,11,FIELD,37,2013,"LINESTRING (-122.437703452 37.729270496, -122.437554317 37.729143847, -122.437313126 37.728946321, -122.437204961 37.728783121, -122.437215931 37.728574547, -122.43733463 37.728418306, -122.438084726 37.727860533)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12508,11197000,RUSSIA,AVE,11,FIELD,14,2013,"LINESTRING (-122.429978026 37.718147559, -122.429171361 37.717761719)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12509,11199000,RUSSIA,AVE,11,FIELD,17,2013,"LINESTRING (-122.428371465 37.717379534, -122.427571651 37.716997378)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12657,8474000,LONDON,ST,11,FIELD,37,2013,"LINESTRING (-122.43638454 37.721209404, -122.437558734 37.7196497)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5875,11593000,SANTA ROSA,AVE,11,FIELD,18,2013,"LINESTRING (-122.439096724 37.728404171, -122.440062032 37.728922714)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3331,6131201,GENEVA,AVE,11,FIELD,0,2013,"LINESTRING (-122.447751554 37.721155307, -122.447708958 37.721071206, -122.446832518 37.72074495, -122.446608651 37.720724224)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2003,6009000,GARFIELD,ST,11,FIELD,14,2012,"LINESTRING (-122.466254342 37.719678593, -122.467152817 37.719672006)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5106,11445000,SAN JOSE,AVE,11,FIELD,0,2013,"LINESTRING (-122.439551841 37.729237796, -122.440062032 37.728922714)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11746,3848000,CAYUGA,AVE,11,FIELD,15,2013,"LINESTRING (-122.448076448 37.715296569, -122.448742449 37.714772707)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11745,3847000,CAYUGA,AVE,11,FIELD,10,2013,"LINESTRING (-122.447510303 37.715741875, -122.448076448 37.715296569)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5785,4676000,DELANO,AVE,11,FIELD,14,2010,"LINESTRING (-122.442326551 37.72459192, -122.442652486 37.724074568)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5783,11453000,SAN JOSE,AVE,11,FIELD,12,2010,"LINESTRING (-122.442387191 37.725792685, -122.443065876 37.724988297)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5795,9164000,MISSION,ST,11,FIELD,0,2013,"LINESTRING (-122.434798413 37.724682555, -122.434870379 37.724587706)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5744,2602000,BADGER,ST,11,REMOTE,3,2010,"LINESTRING (-122.434187647 37.73121975, -122.434131772 37.73109038)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9489,6665000,HANOVER,ST,11,FIELD,13,2013,"LINESTRING (-122.440597614 37.709945818, -122.44111183 37.709809406)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9901,13304000,VIENNA,ST,11,FIELD,35,2010,"LINESTRING (-122.432753909 37.717360107, -122.433930693 37.715806215)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8507,12002000,SOUTH HILL,BLVD,11,FIELD,15,2013,"LINESTRING (-122.432315163 37.712229152, -122.432166106 37.712019664, -122.431866927 37.711404776)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8645,9178000,MISSION,ST,11,FIELD,11,2010,"LINESTRING (-122.441019562 37.716459546, -122.441554286 37.715753445)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9678,7182000,INA,CT,11,FIELD,38,2013,"LINESTRING (-122.423983471 37.724083156, -122.424169025 37.723963652, -122.424480831 37.723866139, -122.424700632 37.723731528, -122.425322558 37.722921863, -122.425344795 37.722814932)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9672,8112000,LAPHAM,WAY,11,FIELD,30,2013,"LINESTRING (-122.430149569 37.710872172, -122.429268667 37.709614779)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5874,19838000,UNNAMED 119,,11,FIELD,17,2013,"LINESTRING (-122.438073622 37.729584845, -122.4395665 37.728656527)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5862,11448000,SAN JOSE,AVE,11,FIELD,6,2013,"LINESTRING (-122.440607092 37.728188244, -122.440761782 37.72795704)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5807,7916001,LA GRANDE,AVE,11,REMOTE,0,2014,"LINESTRING (-122.425479351 37.720232587, -122.425830006 37.719302107)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5802,9812201,OCEAN,AVE,11,REMOTE,14,2010,"LINESTRING (-122.442553663 37.723168313, -122.44265017 37.72317985, -122.443162651 37.723120592, -122.443273779 37.72308505)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13766,3665000,CAPITOL,AVE,11,FIELD,15,2013,"LINESTRING (-122.459063548 37.716603462, -122.459072291 37.717454738)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13038,9256000,MONTANA,ST,11,FIELD,43,2012,"LINESTRING (-122.460222651 37.71659285, -122.462624771 37.71657082)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13556,9498000,NAPLES,ST,11,FIELD,23,2010,"LINESTRING (-122.436641867 37.71354978, -122.437485841 37.712373421)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13553,12250000,SUMMIT,ST,11,REMOTE,4,2014,"LINESTRING (-122.454514257 37.717489258, -122.454546031 37.717667217, -122.454227942 37.718043757, -122.454081723 37.718173756)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13065,10896000,RALSTON,ST,11,FIELD,27,2010,"LINESTRING (-122.468941137 37.717894145, -122.468950981 37.719658803)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10055,3621000,CAMBRIDGE,ST,09,FIELD,3,2013,"LINESTRING (-122.419486477 37.729046444, -122.419388441 37.72880909)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9643,12234000,STONEYBROOK,AVE,11,FIELD,0,2013,"LINESTRING (-122.421730502 37.731352098, -122.421753179 37.73108467)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9903,10258000,PARIS,ST,11,FIELD,22,2010,"LINESTRING (-122.438757677 37.716632325, -122.439438471 37.715672553)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9900,8411000,LISBON,ST,11,FIELD,39,2010,"LINESTRING (-122.435958855 37.718890246, -122.437132808 37.717336136)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9492,3651000,CANYON,DR,11,FIELD,10,2010,"LINESTRING (-122.429289198 37.708870634, -122.429896024 37.708867204)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9665,2248000,AMAZON,AVE,11,FIELD,17,2013,"LINESTRING (-122.43619515 37.715693173, -122.435345701 37.71537905)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9660,7342000,ITALY,AVE,11,FIELD,17,2013,"LINESTRING (-122.437944809 37.717724073, -122.437132808 37.717336136)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10896,6230000,GOETHE,ST,11,FIELD,37,2010,"LINESTRING (-122.458824735 37.708444685, -122.460442925 37.709541601, -122.460612899 37.709673493)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10894,11007000,RICE,ST,11,FIELD,20,2013,"LINESTRING (-122.458241195 37.708999301, -122.459077441 37.709557117, -122.459125959 37.709665942)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10906,10600000,POPE,ST,11,FIELD,7,2013,"LINESTRING (-122.440024566 37.708968581, -122.440535282 37.708226918)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10648,9395000,MORSE,ST,11,REMOTE,10,2014,"LINESTRING (-122.443319519 37.711909142, -122.443699988 37.711804986, -122.443756738 37.711782296, -122.444097098 37.711689444)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10679,11116000,ROLPH,ST,11,FIELD,22,2013,"LINESTRING (-122.441554286 37.715753445, -122.440370328 37.71522276)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11099,4685000,DELANO,AVE,11,FIELD,13,2013,"LINESTRING (-122.44661696 37.717696406, -122.446948502 37.717164308)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11101,4686000,DELANO,AVE,11,FIELD,17,2013,"LINESTRING (-122.446948502 37.717164308, -122.447353362 37.71651453)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11154,10501000,PIOCHE,ST,09,FIELD,22,2013,"LINESTRING (-122.421358515 37.728301658, -122.422344994 37.728047554)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11148,2198000,ALLISON,ST,11,FIELD,22,2013,"LINESTRING (-122.441585091 37.712380777, -122.441597567 37.712321203, -122.441130269 37.711211156)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10930,11758000,SENECA,AVE,11,FIELD,8,2013,"LINESTRING (-122.440887902 37.718290233, -122.441317764 37.718634056)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10842,9496000,NAPLES,ST,11,FIELD,23,2013,"LINESTRING (-122.435345701 37.71537905, -122.436176465 37.714209483)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10937,9242000,MONETA,WAY,11,FIELD,13,2013,"LINESTRING (-122.448824659 37.712647255, -122.449450618 37.713130402)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11025,6778000,HAVELOCK,ST,11,FIELD,37,2013,"LINESTRING (-122.441581917 37.726758875, -122.443611251 37.726743473)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11071,2703001,BALTIMORE,WAY,11,FIELD,48,2013,"LINESTRING (-122.432569812 37.708768007, -122.4340956 37.708169305)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10510,9192000,MISSION,ST,11,FIELD,20,2013,"LINESTRING (-122.448376962 37.710372708, -122.448930951 37.710074035, -122.449308667 37.709946205)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10504,6141201,GENEVA,AVE,11,FIELD,7,2013,"LINESTRING (-122.438624156 37.715307333, -122.438535659 37.715212216, -122.437969419 37.714958249, -122.437805264 37.714940049)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7605,11277000,SADOWA,ST,11,REMOTE,43,2014,"LINESTRING (-122.456045432 37.71231964, -122.459015121 37.712295736)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7852,9152101,MISSION,ST,11,REMOTE,1,2014,"LINESTRING (-122.430110918 37.729930588, -122.430081144 37.729889137, -122.43012274 37.729847277, -122.430181237 37.729859826)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8650,11315000,SALA,TER,11,FIELD,37,2013,"LINESTRING (-122.444890861 37.713641469, -122.446212702 37.714700822)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10509,9190000,MISSION,ST,11,FIELD,19,2013,"LINESTRING (-122.446383349 37.71143615, -122.447672443 37.710748523)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9664,2245000,AMAZON,AVE,11,FIELD,13,2010,"LINESTRING (-122.438757677 37.716632325, -122.437900555 37.716319601)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9555,3660000,CAPITOL,AVE,11,FIELD,18,2010,"LINESTRING (-122.459015121 37.712295736, -122.459024436 37.713172049)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10482,11897000,SILVER,AVE,11,FIELD,21,2010,"LINESTRING (-122.42757999 37.728566302, -122.426422865 37.728617161)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10549,3652201,CANYON,DR,11,FIELD,32,2013,"LINESTRING (-122.429896024 37.708867204, -122.430079093 37.708834352, -122.430259931 37.708839709, -122.430720555 37.708952576, -122.43095552 37.709000646, -122.431249963 37.709035588, -122.431496354 37.70904149, -122.43174855 37.709003108, -122.431920012 37.708910678, -122.432096104 37.708709379, -122.432241945 37.708496273, -122.432326828 37.708313484)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10474,6592000,GUTTENBERG,ST,11,FIELD,25,2013,"LINESTRING (-122.444571082 37.712783427, -122.444097098 37.711689444)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5566,2967000,BEVERLY,ST,11,REMOTE,39,2010,"LINESTRING (-122.471572044 37.716126072, -122.471615493 37.716234607, -122.47163218 37.717876152)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4491,11791201,SHAKESPEARE,ST,11,REMOTE,12,2014,"LINESTRING (-122.462313356 37.707988261, -122.462437786 37.708028061, -122.463602116 37.708816446)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4192,9156000,MISSION,ST,11,REMOTE,14,2010,"LINESTRING (-122.431800802 37.728249466, -122.432363263 37.727716816)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4188,12564000,THERESA,ST,11,REMOTE,39,2014,"LINESTRING (-122.432363263 37.727716816, -122.434478649 37.728731782)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5893,8074000,LAKEVIEW,AVE,11,REMOTE,0,2014,"LINESTRING (-122.462244936 37.718219525, -122.462638543 37.71821115)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
382,6007000,GARFIELD,ST,11,FIELD,11,2012,"LINESTRING (-122.464460855 37.719692186, -122.465357095 37.719685409)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4249,11154000,ROSELLA,CT,11,FIELD,4,2013,"LINESTRING (-122.438909335 37.722250148, -122.439168148 37.721833878)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4237,2163201,ALEMANY,BLVD,11,FIELD,5,2013,"LINESTRING (-122.434478649 37.728731782, -122.434593966 37.728696933, -122.43496898 37.728269581, -122.434973353 37.728171296)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
794,6128101,GENEVA,AVE,11,FIELD,16,2010,"LINESTRING (-122.450118226 37.722082795, -122.450002384 37.722082427, -122.449343411 37.721817723, -122.449295742 37.721752412)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3900,3840000,CAYUGA,AVE,11,FIELD,15,2010,"LINESTRING (-122.44308553 37.71938288, -122.443696072 37.718928672)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4198,11456000,SAN JOSE,AVE,11,REMOTE,6,2010,"LINESTRING (-122.444944314 37.722693983, -122.445854917 37.721628599)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4199,4677000,DELANO,AVE,11,REMOTE,23,2010,"LINESTRING (-122.442652486 37.724074568, -122.443273779 37.72308505)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3154,19955000,ASPEN,CT,10,REMOTE,0,2014,"LINESTRING (-122.426073527 37.709347109, -122.426246484 37.709313891, -122.426448154 37.709233323)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3339,9159000,MISSION,ST,11,FIELD,17,2010,"LINESTRING (-122.432911794 37.727177551, -122.433357449 37.726588203)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3508,11596000,SANTA YNEZ,AVE,11,FIELD,4,2013,"LINESTRING (-122.438355121 37.723644502, -122.43862508 37.723799372, -122.438684007 37.723809323)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3512,9811201,OCEAN,AVE,11,FIELD,14,2010,"LINESTRING (-122.441050163 37.723342145, -122.44115223 37.723360283, -122.442437836 37.723211382, -122.442553663 37.723168313)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2679,11647000,SARGENT,ST,11,FIELD,21,2010,"LINESTRING (-122.46352104 37.716135074, -122.464420496 37.716126357)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4730,8073000,LAKEVIEW,AVE,11,REMOTE,16,2014,"LINESTRING (-122.461230804 37.718231614, -122.462244936 37.718219525)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5035,9493000,NAPLES,ST,11,FIELD,40,2013,"LINESTRING (-122.432385186 37.719298463, -122.43355535 37.717744016)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2165,10894000,RALSTON,ST,11,FIELD,26,2010,"LINESTRING (-122.468896273 37.714256185, -122.46891899 37.716098256)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2222,10921000,RANDOLPH,ST,11,FIELD,12,2010,"LINESTRING (-122.467996138 37.714266248, -122.468896273 37.714256185)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2224,5408000,FARALLONES,ST,11,FIELD,69,2010,"LINESTRING (-122.459035385 37.714055303, -122.462588725 37.714029538)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2573,6982000,HOLLOWAY,AVE,07,FIELD,5,2010,"LINESTRING (-122.467615323 37.721658808, -122.468075585 37.721655684)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14135,10731000,PRAGUE,ST,11,FIELD,30,2013,"LINESTRING (-122.428371465 37.717379534, -122.429254908 37.716213323)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14216,2167102,ALEMANY,BLVD,11,FIELD,17,2013,"LINESTRING (-122.437728539 37.722955908, -122.438490846 37.721733327, -122.43864176 37.721626384)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13921,3098000,BRAZIL,AVE,11,FIELD,16,2010,"LINESTRING (-122.430833111 37.722784221, -122.430026151 37.72239787)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13883,5749000,FRANCE,AVE,11,FIELD,13,2013,"LINESTRING (-122.43355535 37.717744016, -122.432753909 37.717360107)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12308,10888000,RAE,AVE,11,FIELD,37,2010,"LINESTRING (-122.447409417 37.712649763, -122.448666377 37.711663342, -122.448774511 37.711632965)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12304,8067000,LAKEVIEW,AVE,11,FIELD,18,2013,"LINESTRING (-122.45511126 37.718236974, -122.456107527 37.718235207)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12318,11128000,ROLPH,ST,11,FIELD,40,2013,"LINESTRING (-122.431866927 37.711404776, -122.431656962 37.711705823, -122.431432944 37.711836707, -122.431051431 37.711808853, -122.429927351 37.711573982)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12323,11174000,ROTTECK,ST,11,FIELD,12,2010,"LINESTRING (-122.430843653 37.731817124, -122.430578486 37.731234945)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13746,5418000,FARRAGUT,AVE,11,FIELD,6,2013,"LINESTRING (-122.451538091 37.711728309, -122.451954775 37.712055691)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13745,11868000,SICKLES,AVE,11,FIELD,12,2013,"LINESTRING (-122.453887581 37.70967877, -122.454546739 37.710207254)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12288,11776000,SEVILLE,ST,11,FIELD,46,2010,"LINESTRING (-122.435552528 37.711580289, -122.436343441 37.711436057, -122.437055608 37.711476462, -122.437672974 37.711657398, -122.437917557 37.711770197)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13697,9193000,MISSION,ST,11,FIELD,15,2013,"LINESTRING (-122.449308667 37.709946205, -122.450095487 37.709679913)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13740,5159000,ELLINGTON,AVE,11,FIELD,18,2013,"LINESTRING (-122.444324758 37.714087389, -122.444890861 37.713641469)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12348,9595000,NIAGARA,AVE,11,FIELD,11,2013,"LINESTRING (-122.448675245 37.71984409, -122.448697873 37.719915676, -122.449279194 37.720151465)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1856,11567000,SANTA BARBARA,AVE,11,FIELD,19,2012,"LINESTRING (-122.464338565 37.709161847, -122.464637878 37.709045922, -122.464769401 37.70895746, -122.464870621 37.708580044, -122.464896315 37.708209524)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
