objectid,CNN,ST_NAME,ST_TYPE,DISTRICT,COLLECTN,PRKG_SPLY,YEAR,shape,data_as_of,data_loaded_at
3979,9062000,MINNESOTA,ST,10,FIELD,30,2013,"LINESTRING (-122.389600185 37.751446101, -122.389478018 37.750145108)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3980,1501000,26TH,ST,10,FIELD,0,2010,"LINESTRING (-122.390563583 37.751390473, -122.391035072 37.751363248)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4500,1156000,22ND,ST,10,FIELD,36,2013,"LINESTRING (-122.385489309 37.758109477, -122.386346661 37.758057982)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4942,9056000,MINNESOTA,ST,10,FIELD,107,2010,"LINESTRING (-122.390454252 37.760424347, -122.390210085 37.757825861)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4983,5032000,EARL,ST,10,REMOTE,19,2014,"LINESTRING (-122.373157916 37.728638537, -122.372583555 37.729254506)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11945,6675000,HARE,ST,10,REMOTE,28,2014,"LINESTRING (-122.379420865 37.734479384, -122.378578221 37.734483135)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11820,13652000,WILLIAMS,AVE,10,FIELD,34,2013,"LINESTRING (-122.393581518 37.729399172, -122.394479205 37.729526697)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4473,12931000,UNNAMED 042,,10,REMOTE,0,2014,"LINESTRING (-122.384657464 37.762019199, -122.384690329 37.761650888, -122.384785694 37.761504983)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3664,19498000,MAHAN,ST,10,REMOTE,0,2014,"LINESTRING (-122.365943091 37.717423524, -122.365141194 37.718285389)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11535,7095000,HUNTERS POINT,BLVD,10,REMOTE,0,2014,"LINESTRING (-122.376844375 37.734503789, -122.37674536 37.735329823, -122.376805497 37.735647406, -122.377404249 37.736712153)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11489,5372102,EXECUTIVE PARK,BLVD,10,FIELD,0,2013,"LINESTRING (-122.394638252 37.711161314, -122.394533637 37.711181741, -122.394415019 37.711243468, -122.394301164 37.711283893, -122.394130548 37.711308547, -122.394011107 37.711347043)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11463,2799106,BAY SHORE,BLVD,10,FIELD,29,2013,"LINESTRING (-122.403899177 37.74562031, -122.403940625 37.745389018, -122.403990395 37.745230892, -122.404474291 37.743961239, -122.40491961 37.74334511, -122.405042209 37.743180544, -122.405242387 37.743051205)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12149,8962000,MENDELL,ST,10,FIELD,8,2013,"LINESTRING (-122.388090825 37.737106377, -122.388652971 37.736482821)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4024,7889003,KIRKWOOD,AVE,10,REMOTE,8,2014,"LINESTRING (-122.371272954 37.72756273, -122.371640309 37.727757605)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12091,10985000,REVERE,AVE,10,FIELD,36,2013,"LINESTRING (-122.401373322 37.738024716, -122.403075825 37.738990416)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11697,9035000,MILTON I ROSS,ST,10,REMOTE,0,2014,"LINESTRING (-122.398424179 37.743742716, -122.398877479 37.743225345)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11690,5371002,EXECUTIVE PARK,BLVD,10,FIELD,0,2013,"LINESTRING (-122.394823626 37.711025025, -122.394638252 37.711161314)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11676,3741000,CARROLL,AVE,10,FIELD,37,2013,"LINESTRING (-122.400834015 37.729211438, -122.402698217 37.730266428)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12480,11398000,SAN BRUNO,AVE,10,FIELD,4,2013,"LINESTRING (-122.402112787 37.712712227, -122.402258003 37.712560134, -122.402470955 37.712433935, -122.402459479 37.712179486)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12529,6150102,GENEVA,AVE,10,FIELD,16,2010,"LINESTRING (-122.422893326 37.709162206, -122.422328518 37.708992684, -122.422265162 37.708927358)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12418,7779000,KEITH,ST,10,REMOTE,8,2014,"LINESTRING (-122.381794901 37.737769712, -122.381807345 37.737731897, -122.38180016 37.737568136, -122.381767373 37.737466005)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12051,10303000,PATTERSON,ST,10,FIELD,45,2010,"LINESTRING (-122.404251328 37.743600223, -122.404828387 37.742816599)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8236,8726000,MARIPOSA,ST,10,FIELD,20,2010,"LINESTRING (-122.403412497 37.763445166, -122.404371726 37.763381754)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9045,7483000,JENNINGS,ST,10,FIELD,18,2013,"LINESTRING (-122.390924327 37.724543875, -122.391491914 37.723914104)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9044,7482000,JENNINGS,ST,10,FIELD,11,2013,"LINESTRING (-122.390362707 37.725167206, -122.390924327 37.724543875)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8805,7731000,KANSAS,ST,10,REMOTE,36,2010,"LINESTRING (-122.403170916 37.760892129, -122.403048212 37.759617102)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8722,7097000,HUNTERS POINT,EXPY,10,REMOTE,20,2014,"LINESTRING (-122.381590797 37.712717649, -122.381578189 37.711466011, -122.381614897 37.710909905, -122.381608198 37.710087934, -122.381702413 37.709797469, -122.38189794 37.709608424, -122.382165443 37.709476471, -122.382505694 37.709419119)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8531,9566000,NEWHALL,ST,10,FIELD,16,2013,"LINESTRING (-122.387707531 37.740671702, -122.388273077 37.740044553)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8521,12591000,THORNTON,AVE,10,FIELD,4,2013,"LINESTRING (-122.394160091 37.730926931, -122.394530688 37.730979345)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5990,14006000,KALMANOVITZ,ST,10,FIELD,12,2013,"LINESTRING (-122.397213498 37.726888632, -122.397459443 37.726606857, -122.397547847 37.726563851)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9360,12652000,TOPEKA,AVE,10,FIELD,23,2010,"LINESTRING (-122.395726165 37.731911772, -122.395586342 37.731810945, -122.395346273 37.731528297, -122.395243746 37.731277531, -122.395191646 37.731073602)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9354,10404000,PHELPS,ST,10,FIELD,18,2010,"LINESTRING (-122.392965087 37.737961206, -122.393523632 37.737350758)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9351,12651000,TOPEKA,AVE,10,FIELD,28,2013,"LINESTRING (-122.396865378 37.732614179, -122.396491726 37.732417816, -122.396220179 37.732307324, -122.395874909 37.732019029, -122.395726165 37.731911772)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13559,3901000,CHARTER OAK,AVE,10,REMOTE,55,2014,"LINESTRING (-122.405028366 37.738498055, -122.40492182 37.738343375, -122.404774598 37.736784577)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9685,199101,03RD,ST,10,REMOTE,5,2010,"LINESTRING (-122.387128522 37.745070441, -122.387097654 37.744897312, -122.387117867 37.744796948, -122.387266417 37.744370825, -122.387372608 37.744259406)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9701,7333000,ISLAIS,ST,10,REMOTE,0,2014,"LINESTRING (-122.390634561 37.746834735, -122.392843555 37.747479211)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9698,7065000,HUDSON,AVE,10,REMOTE,0,2014,"LINESTRING (-122.371444409 37.73049251, -122.373326279 37.731561065)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10410,15059000,HERITAGE,LN,10,REMOTE,0,2014,"LINESTRING (-122.411767397 37.709662478, -122.412743162 37.709935997)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10355,7480000,JENNINGS,ST,10,FIELD,17,2013,"LINESTRING (-122.389237753 37.72641515, -122.389800707 37.72579056)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10248,11935000,SILVER,AVE,10,FIELD,45,2013,"LINESTRING (-122.400357336 37.735580822, -122.398555902 37.736433077)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10241,11209000,RUTLAND,ST,10,FIELD,17,2013,"LINESTRING (-122.406766525 37.713900666, -122.407056444 37.713225684)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9036,9782000,OAKDALE,AVE,10,FIELD,29,2013,"LINESTRING (-122.381399122 37.729488847, -122.382746182 37.730281565, -122.382887871 37.730341971)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9028,2871000,BEATRICE,LN,10,FIELD,12,2013,"LINESTRING (-122.38114651 37.731387787, -122.381261952 37.731495672, -122.381343088 37.731588185, -122.3814223 37.73165337, -122.381467432 37.731702706)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10927,8294000,LELAND,AVE,10,FIELD,13,2010,"LINESTRING (-122.405632132 37.711933472, -122.406528597 37.71228275)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10760,12268000,SUNNYDALE,AVE,10,FIELD,98,2013,"LINESTRING (-122.418283419 37.712349147, -122.418614427 37.712528857, -122.418944867 37.712657868, -122.421068132 37.713247455, -122.421794749 37.713536164, -122.422052789 37.713605943, -122.423723891 37.714066699)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6166,6017101,GARLINGTON,CT,10,FIELD,13,2013,"LINESTRING (-122.384495067 37.732352153, -122.384587754 37.732268726, -122.384605856 37.732110174, -122.384422399 37.731851371, -122.384201046 37.73162865, -122.384106408 37.731602864)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6998,7490000,JENNINGS,ST,10,FIELD,14,2013,"LINESTRING (-122.394852049 37.720175222, -122.394927071 37.720118522, -122.395431475 37.719558105)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5588,1500000,26TH,ST,10,FIELD,12,2010,"LINESTRING (-122.389600185 37.751446101, -122.390563583 37.751390473)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5598,8694000,MARIN,ST,10,FIELD,15,2010,"LINESTRING (-122.384576062 37.749175756, -122.385490088 37.7491215)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4591,12994000,SFGH ACCESS,,10,REMOTE,0,2014,"LINESTRING (-122.4050872 37.754939123, -122.405031987 37.754362726)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7014,10317000,PEABODY,ST,10,FIELD,23,2013,"LINESTRING (-122.406528597 37.71228275, -122.407013315 37.711190114)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13890,11745000,SELBY,ST,10,FIELD,31,2013,"LINESTRING (-122.397415849 37.74239147, -122.398574597 37.741141855)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13895,19036000,BAYVIEW,CIR,10,FIELD,0,2013,"LINESTRING (-122.394273185 37.733372954, -122.39441986 37.733508529, -122.39444921 37.733637178, -122.394458776 37.733766971)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14065,5332201,EVANS,AVE,10,FIELD,52,2010,"LINESTRING (-122.384705541 37.740897516, -122.384784532 37.741029471, -122.386406119 37.74195556, -122.386554542 37.741950242)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13897,10231000,PALOU,AVE,10,FIELD,117,2013,"LINESTRING (-122.401320242 37.740109527, -122.401477933 37.740264919, -122.401712076 37.740402904, -122.403610745 37.741475724)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11706,10960000,REGENT,ST,11,FIELD,25,2010,"LINESTRING (-122.455807196 37.709213688, -122.456797406 37.709882988, -122.457068388 37.710110915)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11649,6140201,GENEVA,AVE,11,FIELD,6,2013,"LINESTRING (-122.439438471 37.715672553, -122.439385479 37.715593363, -122.438780452 37.715322006, -122.438624156 37.715307333)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10787,3845000,CAYUGA,AVE,11,FIELD,29,2010,"LINESTRING (-122.445807538 37.717080229, -122.446944516 37.716186891)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14241,9165000,MISSION,ST,11,FIELD,9,2010,"LINESTRING (-122.434870379 37.724587706, -122.435312571 37.724004909)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14265,9596000,NIAGARA,AVE,11,FIELD,14,2013,"LINESTRING (-122.449279194 37.720151465, -122.450103174 37.720482069)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14105,9806000,OCEAN,AVE,11,FIELD,2,2013,"LINESTRING (-122.437019889 37.723722672, -122.437439122 37.723716463)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12008,9447000,MUNICH,ST,11,FIELD,34,2013,"LINESTRING (-122.425649576 37.722435381, -122.426830775 37.720867923)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11296,9194000,MISSION,ST,11,FIELD,2,2013,"LINESTRING (-122.450095487 37.709679913, -122.45049893 37.709543369)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11504,2172101,ALEMANY,BLVD,11,FIELD,16,2013,"LINESTRING (-122.444563069 37.716079428, -122.444585587 37.715985393, -122.445133023 37.715572822, -122.445689172 37.715302235, -122.445835077 37.715297797)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11901,5160000,ELLINGTON,AVE,11,FIELD,14,2013,"LINESTRING (-122.444890861 37.713641469, -122.445458295 37.713195924)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11900,11133000,ROME,ST,11,FIELD,15,2013,"LINESTRING (-122.444517441 37.717099494, -122.445179786 37.716575673)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11768,6362000,GRAFTON,AVE,11,FIELD,18,2012,"LINESTRING (-122.459198437 37.720024129, -122.460218175 37.720021059)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
992,6129101,GENEVA,AVE,11,FIELD,17,2010,"LINESTRING (-122.449295742 37.721752412, -122.449178449 37.721751459, -122.448533142 37.721492239, -122.448410648 37.72139687)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11908,5727000,FOOTE,AVE,11,FIELD,20,2010,"LINESTRING (-122.447267314 37.714647388, -122.448076448 37.715296569)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12607,2559000,AVALON,AVE,11,FIELD,12,2013,"LINESTRING (-122.429280199 37.726281707, -122.428482291 37.725900815)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11916,11134000,ROME,ST,11,FIELD,30,2013,"LINESTRING (-122.445179786 37.716575673, -122.445469433 37.716344721, -122.445878399 37.716093166, -122.446371845 37.715727963)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11911,12249000,SUMMIT,ST,11,FIELD,14,2013,"LINESTRING (-122.454155126 37.716875102, -122.454514257 37.717489258)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11906,3518000,CAINE,AVE,11,FIELD,29,2012,"LINESTRING (-122.44985479 37.718122695, -122.451155394 37.716583222)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12452,9026000,MILAN,TER,11,FIELD,20,2013,"LINESTRING (-122.45000525 37.711720053, -122.450773504 37.712335703)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4729,8072000,LAKEVIEW,AVE,11,REMOTE,20,2014,"LINESTRING (-122.460208689 37.718230546, -122.461230804 37.718231614)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12503,9491000,NAPLES,ST,11,FIELD,38,2013,"LINESTRING (-122.430026151 37.72239787, -122.431204703 37.720855581)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2685,11652000,SARGENT,ST,11,FIELD,19,2010,"LINESTRING (-122.468016514 37.716103028, -122.46891899 37.716098256)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12603,2562000,AVALON,AVE,11,FIELD,17,2010,"LINESTRING (-122.426911706 37.725151044, -122.426092845 37.72476012)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2681,9988000,ORIZABA,AVE,11,FIELD,11,2012,"LINESTRING (-122.462615215 37.715619304, -122.462620482 37.716143794)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3529,3655000,CAPISTRANO,AVE,11,FIELD,22,2013,"LINESTRING (-122.438084726 37.727860533, -122.438232053 37.727756054, -122.438321217 37.727606841, -122.438324519 37.727459042, -122.438246453 37.727210296, -122.438160915 37.726871704)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11742,10067000,OXFORD,ST,09,FIELD,21,2010,"LINESTRING (-122.419883367 37.727369559, -122.419385913 37.72616855)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5790,10364000,PERSIA,AVE,11,FIELD,13,2013,"LINESTRING (-122.435208402 37.722763731, -122.434406709 37.722381666)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5791,10253000,PARIS,ST,11,FIELD,39,2013,"LINESTRING (-122.433231486 37.723932438, -122.434406709 37.722381666)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9671,13306000,VIENNA,ST,11,FIELD,23,2013,"LINESTRING (-122.434491729 37.715065229, -122.435360865 37.713843648)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5625,2165201,ALEMANY,BLVD,11,FIELD,25,2013,"LINESTRING (-122.435990945 37.72671922, -122.436098685 37.726673287, -122.437041331 37.724936042, -122.437010757 37.724840763)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5782,11452000,SAN JOSE,AVE,11,FIELD,12,2013,"LINESTRING (-122.441581917 37.726758875, -122.442387191 37.725792685)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8690,12939000,RIDGE,CT,10,REMOTE,0,2014,"LINESTRING (-122.425948804 37.709114215, -122.425815762 37.709123097, -122.425666143 37.709319959, -122.425690953 37.709365614, -122.425989737 37.709454506, -122.426073527 37.709347109)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9554,10514000,PLYMOUTH,AVE,11,FIELD,17,2012,"LINESTRING (-122.456053047 37.71319356, -122.456061425 37.71407676)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8643,9180000,MISSION,ST,11,FIELD,2,2013,"LINESTRING (-122.441691159 37.7155727, -122.441799464 37.71542968)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8646,9186000,MISSION,ST,11,FIELD,9,2010,"LINESTRING (-122.443951629 37.71336209, -122.444571082 37.712783427)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5852,10890000,RALEIGH,ST,11,FIELD,11,2013,"LINESTRING (-122.44193445 37.727798885, -122.442242693 37.727338771)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9893,4977000,DUBLIN,ST,11,FIELD,25,2010,"LINESTRING (-122.427571651 37.716997378, -122.428326629 37.716005567)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5801,4678000,DELANO,AVE,11,REMOTE,16,2010,"LINESTRING (-122.443273779 37.72308505, -122.443793036 37.722240348)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5799,9167000,MISSION,ST,11,FIELD,13,2010,"LINESTRING (-122.435385086 37.723909403, -122.435976888 37.723129963)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9546,10512000,PLYMOUTH,AVE,11,FIELD,17,2012,"LINESTRING (-122.456037597 37.711407966, -122.456038626 37.711527584, -122.456045432 37.71231964)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9545,9482000,NAHUA,AVE,11,FIELD,17,2013,"LINESTRING (-122.44767671 37.71745196, -122.448183804 37.717652268, -122.448100856 37.718280475)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13615,9191000,MISSION,ST,11,FIELD,7,2010,"LINESTRING (-122.447672443 37.710748523, -122.448376962 37.710372708)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13614,9197000,MISSION,ST,11,FIELD,18,2013,"LINESTRING (-122.452664723 37.708806339, -122.454281126 37.70825596)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13603,8881000,MAYNARD,ST,11,FIELD,36,2013,"LINESTRING (-122.428268446 37.729283672, -122.426024703 37.729396982)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13586,8633000,MAJESTIC,AVE,11,FIELD,36,2010,"LINESTRING (-122.451894992 37.716977507, -122.453157752 37.715470964)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9584,11761000,SENECA,AVE,11,FIELD,54,2010,"LINESTRING (-122.442551534 37.719620847, -122.442742587 37.720204854, -122.442924548 37.720376905, -122.443241044 37.720599551, -122.444501179 37.72109566)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10029,9502000,NAPLES,ST,11,FIELD,6,2013,"LINESTRING (-122.43837012 37.71113313, -122.438610385 37.710791221)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9641,2158201,ALEMANY,BLVD,11,FIELD,0,2010,"LINESTRING (-122.426161766 37.731168532, -122.426259127 37.731228507, -122.427574001 37.731432645, -122.428031873 37.731474167, -122.428364815 37.731458914, -122.42949201 37.731126772, -122.429570697 37.731039888)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9905,2175202,ALEMANY,BLVD,11,FIELD,29,2013,"LINESTRING (-122.450630887 37.713116898, -122.451011956 37.712855186, -122.451436963 37.712526074, -122.451910575 37.712158464, -122.451954775 37.712055691)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9495,13675101,WINDING,WAY,11,FIELD,0,2013,"LINESTRING (-122.435967964 37.709298596, -122.436181634 37.709223355, -122.43681158 37.709051708, -122.436941088 37.70906366, -122.437051124 37.709106103, -122.437175289 37.70920464, -122.437347198 37.709288309, -122.437561683 37.709353174, -122.43776019 37.709388128, -122.438004014 37.709412277, -122.438243613 37.709468682, -122.438446329 37.709567935, -122.438732752 37.7097684, -122.438854544 37.709873009, -122.438990692 37.709945194, -122.439289599 37.710027093, -122.439480878 37.709993447)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9494,10739000,PRAGUE,ST,11,FIELD,28,2010,"LINESTRING (-122.438679756 37.710070288, -122.439351807 37.710044136, -122.439480878 37.709993447)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9662,2251000,AMAZON,AVE,11,FIELD,16,2013,"LINESTRING (-122.43363911 37.714751895, -122.432777138 37.714437153)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9659,7348000,ITALY,AVE,11,FIELD,15,2013,"LINESTRING (-122.433129679 37.715423481, -122.4323234 37.715038219)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9657,7347000,ITALY,AVE,11,FIELD,14,2013,"LINESTRING (-122.433930693 37.715806215, -122.433129679 37.715423481)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10421,2163101,ALEMANY,BLVD,11,FIELD,7,2013,"LINESTRING (-122.434478649 37.728731782, -122.434478621 37.728633081, -122.43485405 37.728205957, -122.434973353 37.728171296)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9870,5366000,EXCELSIOR,AVE,11,FIELD,13,2013,"LINESTRING (-122.428074011 37.723591102, -122.427253304 37.723199882)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10589,5367000,EXCELSIOR,AVE,11,FIELD,16,2010,"LINESTRING (-122.427253304 37.723199882, -122.426468151 37.722825603)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10331,9244000,MONETA,WAY,11,FIELD,16,2013,"LINESTRING (-122.450140539 37.712763061, -122.450438562 37.71257455, -122.450773504 37.712335703)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10644,9181000,MISSION,ST,11,REMOTE,19,2014,"LINESTRING (-122.441799464 37.71542968, -122.441895526 37.715308256, -122.442564963 37.714660619)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10694,12702000,TRUMBULL,ST,11,FIELD,12,2013,"LINESTRING (-122.423243713 37.730818704, -122.422767017 37.730764151, -122.422500041 37.730772585)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10851,3415000,BURROWS,ST,11,FIELD,29,2010,"LINESTRING (-122.420861151 37.724454215, -122.421846961 37.724198859)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11140,13301000,VIENNA,ST,11,FIELD,37,2013,"LINESTRING (-122.429249438 37.722025995, -122.430412105 37.720477802)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10939,4670000,DEL MONTE,ST,11,FIELD,30,2013,"LINESTRING (-122.443794783 37.715472472, -122.444935826 37.714577123)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11023,3829000,CAYUGA,AVE,11,FIELD,56,2013,"LINESTRING (-122.436805492 37.72716839, -122.437933627 37.725094455)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10496,9385000,MORSE,ST,11,FIELD,7,2013,"LINESTRING (-122.438564498 37.713220984, -122.439068926 37.713087261)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10500,11181000,ROYAL,LN,11,FIELD,0,2013,"LINESTRING (-122.438053911 37.713356141, -122.437784816 37.712718554)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10507,2704000,BALTIMORE,WAY,11,FIELD,22,2013,"LINESTRING (-122.436252475 37.708302239, -122.436423103 37.708436299, -122.43657591 37.708487703, -122.436800297 37.708479866, -122.437155203 37.708469882, -122.437467075 37.708553303, -122.438509379 37.708924555, -122.43878911 37.709036079, -122.438980303 37.709157354, -122.439321351 37.709393121, -122.439630757 37.709540464)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10508,9189000,MISSION,ST,11,FIELD,5,2013,"LINESTRING (-122.446091129 37.71159202, -122.446383349 37.71143615)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11092,8063000,LAKEVIEW,AVE,11,FIELD,10,2012,"LINESTRING (-122.451894992 37.716977507, -122.452641847 37.717375655)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11090,8061000,LAKEVIEW,AVE,11,FIELD,14,2012,"LINESTRING (-122.450378355 37.716168966, -122.451155394 37.716583222)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10492,9387000,MORSE,ST,11,FIELD,4,2013,"LINESTRING (-122.439416954 37.712994997, -122.439703197 37.712913461, -122.439750672 37.712876724, -122.440078558 37.712788081)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10491,9392000,MORSE,ST,11,FIELD,4,2013,"LINESTRING (-122.442142643 37.712230032, -122.442566417 37.712115304)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10489,11098000,ROBINSON,DR,11,FIELD,0,2010,"LINESTRING (-122.429268667 37.709614779, -122.42924841 37.70930385, -122.429289198 37.708870634)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
